5043,はす　成熟　ゆで
5025,（ひし類）　ひし　生
5047,（ひし類）　とうびし　生
5048,（ひし類）　とうびし　ゆで
5026,ピスタチオ　いり　味付け
5027,ひまわり　フライ　味付け
5028,ブラジルナッツ　フライ　味付け
5029,ヘーゼルナッツ　フライ　味付け
5030,ペカン　フライ　味付け
5031,マカダミアナッツ　いり　味付け
5032,まつ　生
5033,まつ　いり
5034,らっかせい　大粒種　乾
5035,らっかせい　大粒種　いり
5044,らっかせい　小粒種　乾
5045,らっかせい　小粒種　いり
5036,らっかせい　バターピーナッツ
5037,らっかせい　ピーナッツバター
6001,アーティチョーク　花らい　生
6002,アーティチョーク　花らい　ゆで
6003,あさつき　葉　生
6004,あさつき　葉　ゆで
6005,あしたば　茎葉　生
6006,あしたば　茎葉　ゆで
6007,アスパラガス　若茎　生
6008,アスパラガス　若茎　ゆで
6327,アスパラガス　若茎　油いため
6009,アスパラガス　水煮缶詰
6328,アロエ　葉　生
6010,いんげんまめ　さやいんげん　若ざや　生
6011,いんげんまめ　さやいんげん　若ざや　ゆで
6012,（うど類）　うど　茎　生
6013,（うど類）　うど　茎　水さらし
6014,（うど類）　やまうど　茎　生
6363,うるい　葉　生
6015,えだまめ　生
6016,えだまめ　ゆで
6017,えだまめ　冷凍
6018,エンダイブ　葉　生
6019,（えんどう類）　トウミョウ　茎葉　生
6329,（えんどう類）　トウミョウ　芽ばえ　生
6330,（えんどう類）　トウミョウ　芽ばえ　ゆで
6331,（えんどう類）　トウミョウ　芽ばえ　油いため
6020,（えんどう類）　さやえんどう　若ざや　生
6021,（えんどう類）　さやえんどう　若ざや　ゆで
6022,（えんどう類）　スナップえんどう　若ざや　生
6023,（えんどう類）　グリンピース　生
6024,（えんどう類）　グリンピース　ゆで
6025,（えんどう類）　グリンピース　冷凍
6374,（えんどう類）　グリンピース　冷凍　ゆで
6375,（えんどう類）　グリンピース　冷凍　油いため
6026,（えんどう類）　グリンピース　水煮缶詰
6027,おおさかしろな　葉　生
6028,おおさかしろな　葉　ゆで
6029,おおさかしろな　塩漬
6030,おかひじき　茎葉　生
6031,おかひじき　茎葉　ゆで
6032,オクラ　果実　生
6033,オクラ　果実　ゆで
6034,かぶ　葉　生
6035,かぶ　葉　ゆで
6036,かぶ　根　皮つき　生
6037,かぶ　根　皮つき　ゆで
6038,かぶ　根　皮なし　生
6039,かぶ　根　皮なし　ゆで
6040,かぶ　漬物　塩漬　葉
6041,かぶ　漬物　塩漬　根　皮つき
6042,かぶ　漬物　塩漬　根　皮なし
6043,かぶ　漬物　ぬかみそ漬　葉
6044,かぶ　漬物　ぬかみそ漬　根　皮つき
6045,かぶ　漬物　ぬかみそ漬　根　皮なし
6046,（かぼちゃ類）　日本かぼちゃ　果実　生
6047,（かぼちゃ類）　日本かぼちゃ　果実　ゆで
6048,（かぼちゃ類）　西洋かぼちゃ　果実　生
6049,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで
6332,（かぼちゃ類）　西洋かぼちゃ　果実　焼き
6050,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍
6051,（かぼちゃ類）　そうめんかぼちゃ　果実　生
6052,からしな　葉　生
6053,からしな　塩漬
6054,カリフラワー　花序　生
6055,カリフラワー　花序　ゆで
6056,かんぴょう　乾
6057,かんぴょう　ゆで
6364,かんぴょう　甘煮
6058,きく　花びら　生
6059,きく　花びら　ゆで
6060,きく　菊のり
6061,（キャベツ類）　キャベツ　結球葉　生
6062,（キャベツ類）　キャベツ　結球葉　ゆで
6333,（キャベツ類）　キャベツ　結球葉　油いため
6063,（キャベツ類）　グリーンボール　結球葉　生
6064,（キャベツ類）　レッドキャベツ　結球葉　生
6065,きゅうり　果実　生
6066,きゅうり　漬物　塩漬
6067,きゅうり　漬物　しょうゆ漬
6068,きゅうり　漬物　ぬかみそ漬
6069,きゅうり　漬物　ピクルス　スイート型
6070,きゅうり　漬物　ピクルス　サワー型
